Assay Name	Source Name	COSMIC_ID	cell_line_name
5500994172383112813929_E06	J132_EPE06P3_EW-3_Bone_949161	949161	EW-3
5500994172383112813929_E07	J132_EPE07P3_EMC-BAC-2_Esophagus_1503370	1503370	EMC-BAC-2
5500994172383112813929_E08	J132_EPE08P3_HuCCT1_Liver_907069	907069	HuCCT1
5500994172383112813929_E09	J132_EPE09P3_HCC1187_Breast_749711	749711	HCC1187
5500994172383112813929_E10	J132_EPE10P3_HCC2157_Breast_749715	749715	HCC2157
5500994172383112813929_E11	J132_EPE11P3_Hs746T_Stomach_1240151	1240151	Hs746T
5500994172383112813929_E12	J132_EPE12P3_HCC1954_Breast_749709	749709	HCC1954
5500994172383112813929_F01	J132_EPF01P3_EPLC-272H_Lung:NSCLC_753556	753556	EPLC-272H
5500994172383112813929_F02	J132_EPF02P3_A253_H&N_906794	906794	A253
5500994172383112813929_F03	J132_EPF03P3_BOKU_Cervix_753536	753536	BOKU
5500994172383112813929_F04	J132_EPF04P3_COLO-684_Uterus_910691	910691	COLO-684
5500994172383112813929_F05	J132_EPF05P3_DMS-79_Lung_753551	753551	DMS-79
5500994172383112813929_F06	J132_EPF06P3_EW-7_Bone_949160	949160	EW-7
5500994172383112813929_F07	J132_EPF07P3_EHEB_Blood_906854	906854	EHEB
5500994172383112813929_F08	J132_EPF08P3_HCT-15_Intestine_905937	905937	HCT-15
5500994172383112813929_F09	J132_EPF09P3_H3255_Lung_1247873	1247873	H3255
5500994172383112813929_F10	J132_EPF10P3_HCC2218_Breast_749716	749716	HCC2218
5500994172383112813929_F11	J132_EPF11P3_HH_Blood_907056	907056	HH
5500994172383112813929_F12	J132_EPF12P3_HT-144_Skin_907067	907067	HT-144
5500994172383112813929_G01	J132_EPG01P3_EC-GI-10_Esophagus_753555	753555	EC-GI-10
5500994172383112813929_G02	J132_EPG02P3_ABC-1_Lung:NSCLC_906791	906791	ABC-1
5500994172383112813929_G03	J132_EPG03P3_CAL-27_Mouth_910916	910916	CAL-27
5500994172383112813929_G04	J132_EPG04P3_CGTH-W-1_Thyroid_910568	910568	CGTH-W-1
5500994172383112813929_G05	J132_EPG05P3_DND-41_Blood_1297446	1297446	DND-41
5500994172383112813929_G06	J132_EPG06P3_EW-24_Bone_949168	949168	EW-24
5500994172383112813929_G07	J132_EPG07P3_EMC-BAC-1_Esophagus_1503369	1503369	EMC-BAC-1
5500994172383112813929_G08	J132_EPG08P3_HCC70_Breast_907048	907048	HCC70
5500994172383112813929_G09	J132_EPG09P3_H3118_Head & Neck_1240140	1240140	H3118
5500994172383112813929_G10	J132_EPG10P3_HCC1569_Breast_907046	907046	HCC1569
5500994172383112813929_G11	J132_EPG11P3_HARA_Lung_1240142	1240142	HARA
5500994172383112813929_G12	J132_EPG12P3_HT-115_Intestine_907289	907289	HT-115
5500994172383112813929_H01	J132_EPH01P3_EB2_Blood_906846	906846	EB2
5500994172383112813929_H02	J132_EPH02P3_ALL-PO_Blood_910944	910944	ALL-PO
5500994172383112813929_H03	J132_EPH03P3_BICR22_Head & Neck_1240121	1240121	BICR22
5500994172383112813929_H04	J132_EPH04P3_CTB-1_Blood_949088	949088	CTB-1
5500994172383112813929_H05	J132_EPH05P3_DOHH-2_Blood_906842	906842	DOHH-2
5500994172383112813929_H06	J132_EPH06P3_ESO26_Esophagus_1503366	1503366	ESO26
5500994172383112813929_H07	J132_EPH07P3_Hs-944-T_Skin_1240152	1240152	Hs-944-T
5500994172383112813929_H08	J132_EPH08P3_HCC1806_Breast_907047	907047	HCC1806
5500994172383112813929_H09	J132_EPH09P3_Hs-683_Brain_1240150	1240150	Hs-683
5500994172383112813929_H10	J132_EPH10P3_HCC1428_Breast_1290905	1290905	HCC1428
5500994172383112813929_H11	J132_EPH11P3_HuH-7_Liver_907071	907071	HuH-7
5500994172383112813929_H12	J132_EPH12P3_HT-3_Cervix_907068	907068	HT-3
5500994172383112813930_A01	J132_EPA01P8_NCI-H1869_Lung_1240183	1240183	NCI-H1869
5500994172383112813930_A02	J132_EPA02P8_NCI-H2347_Lung:NSCLC_687820	687820	NCI-H2347
5500994172383112813930_A03	J132_EPA03P8_NCI-H2170_Lung:NSCLC_687815	687815	NCI-H2170
5500994172383112813930_A04	J132_EPA04P8_NCI-H510A_Lung_753605	753605	NCI-H510A
5500994172383112813930_A05	J132_EPA05P8_NCI-H810_Lung:NSCLC_925341	925341	NCI-H810
5500994172383112813930_A06	J132_EPA06P8_NCI-SNU-1_Stomach_908444	908444	NCI-SNU-1
5500994172383112813930_A07	J132_EPA07P8_NUGC-3_Stomach_908455	908455	NUGC-3
5500994172383112813930_A08	J132_EPA08P8_NB7_PNS_949174	949174	NB7
5500994172383112813930_A09	J132_EPA09P8_NMC-G1_CNS_908449	908449	NMC-G1
5500994172383112813930_A10	J132_EPA10P8_OCI-M1_Blood_1330985	1330985	OCI-M1
5500994172383112813930_A11	J132_EPA11P8_NCI-H1666_Lung:NSCLC_908473	908473	NCI-H1666
5500994172383112813930_A12	J132_EPA12P8_SW1710_Bladder_909749	909749	SW1710
5500994172383112813930_B01	J132_EPB01P8_NCI-H1650_Lung:NSCLC_687800	687800	NCI-H1650
5500994172383112813930_B02	J132_EPB02P8_NCI-H2405_Lung:NSCLC_687821	687821	NCI-H2405
5500994172383112813930_B03	J132_EPB03P8_NCI-H2029_Lung_688011	688011	NCI-H2029
5500994172383112813930_B04	J132_EPB04P8_NCI-H322M_Lung_905967	905967	NCI-H322M
5500994172383112813930_B05	J132_EPB05P8_NCI-H740_Lung_1331055	1331055	NCI-H740
5500994172383112813930_B06	J132_EPB06P8_NCI-SNU-16_Stomach_908446	908446	NCI-SNU-16
5500994172383112813930_B07	J132_EPB07P8_NU-DUL-1_Blood_1330982	1330982	NU-DUL-1
5500994172383112813930_B08	J132_EPB08P8_NBsusSR_PNS_925342	925342	NBsusSR
5500994172383112813930_B09	J132_EPB09P8_OVK-18_Ovary_1480371	1480371	OVK-18
5500994172383112813930_B10	J132_EPB10P8_OCI-LY-19_Blood_1330984	1330984	OCI-LY-19
5500994172383112813930_B11	J132_EPB11P8_NCI-H196_Lung_1240186	1240186	NCI-H196
5500994172383112813930_B12	J132_EPB12P8_SCH_Stomach_909711	909711	SCH
5500994172383112813930_C01	J132_EPC01P8_NCI-H1838_Lung:NSCLC_687807	687807	NCI-H1838
5500994172383112813930_C02	J132_EPC02P8_NCI-H2023_Lung_1240187	1240187	NCI-H2023
5500994172383112813930_C03	J132_EPC03P8_NCI-H211_Lung_1240189	1240189	NCI-H211
5500994172383112813930_C04	J132_EPC04P8_NCI-H650_Lung:NSCLC_722066	722066	NCI-H650
5500994172383112813930_C05	J132_EPC05P8_NCI-H841_Lung_1240192	1240192	NCI-H841
5500994172383112813930_C06	J132_EPC06P8_NALM-6_Blood_908158	908158	NALM-6
5500994172383112813930_C07	J132_EPC07P8_NB14_PNS_949178	949178	NB14
5500994172383112813930_C08	J132_EPC08P8_no-11_CNS_908450	908450	no-11
5500994172383112813930_C09	J132_EPC09P8_OACM5-1_Esophagus_1503363	1503363	OACM5-1
5500994172383112813930_C10	J132_EPC10P8_OCI-AML5_Blood_1330983	1330983	OCI-AML5
5500994172383112813930_C11	J132_EPC11P8_SNU-423_Liver_909737	909737	SNU-423
5500994172383112813930_C12	J132_EPC12P8_NCI-H1703_Lung:NSCLC_908474	908474	NCI-H1703
5500994172383112813930_D01	J132_EPD01P8_NCI-H2227_Lung_688018	688018	NCI-H2227
5500994172383112813930_D02	J132_EPD02P8_NCI-H209_Lung_688013	688013	NCI-H209
5500994172383112813930_D03	J132_EPD03P8_NCI-H2291_Lung:NSCLC_724874	724874	NCI-H2291
5500994172383112813930_D04	J132_EPD04P8_NCI-H3122_Lung_1240190	1240190	NCI-H3122
5500994172383112813930_D05	J132_EPD05P8_NCI-H747_Intestine_908457	908457	NCI-H747
5500994172383112813930_D06	J132_EPD06P8_NCI-SNU-5_Stomach_908445	908445	NCI-SNU-5
5500994172383112813930_D07	J132_EPD07P8_NCC021_0_1509074	1509074	NCC021
5500994172383112813930_D08	J132_EPD08P8_NY_Bone_910849	910849	NY
5500994172383112813930_D09	J132_EPD09P8_OVCAR-4_Ovary_905990	905990	OVCAR-4
5500994172383112813930_D10	J132_EPD10P8_OACp4C_Esophagus_1503362	1503362	OACp4C
5500994172383112813930_D11	J132_EPD11P8_SN12C_Kidney_905979	905979	SN12C
5500994172383112813930_D12	J132_EPD12P8_SCC-25_Head & Neck_910701	910701	SCC-25
5500994172383112813930_E01	J132_EPE01P8_NCI-H1693_Lung:NSCLC_687802	687802	NCI-H1693
5500994172383112813930_E02	J132_EPE02P8_NCI-H2444_Lung:NSCLC_1298356	1298356	NCI-H2444
5500994172383112813930_E03	J132_EPE03P8_NCI-H520_Lung:NSCLC_908443	908443	NCI-H520
5500994172383112813930_E04	J132_EPE04P8_NCI-H526_Lung_688025	688025	NCI-H526
5500994172383112813930_E05	J132_EPE05P8_NCI-H929_Blood_724825	724825	NCI-H929
5500994172383112813930_E06	J132_EPE06P8_NAMALWA_Blood_908159	908159	NAMALWA
5500994172383112813930_E07	J132_EPE07P8_NKM-1_Blood_908448	908448	NKM-1
5500994172383112813930_E08	J132_EPE08P8_NB13_PNS_949177	949177	NB13
5500994172383112813930_E09	J132_EPE09P8_OVCAR-3_Ovary_905933	905933	OVCAR-3
5500994172383112813930_E10	J132_EPE10P8_NCI-H1694_Lung_688006	688006	NCI-H1694
5500994172383112813930_E11	J132_EPE11P8_SW1116_Intestine_909746	909746	SW1116
5500994172383112813930_E12	J132_EPE12P8_SNU-C2B_Intestine_909740	909740	SNU-C2B
5500994172383112813930_F01	J132_EPF01P8_NCI-H2135_Lung:NSCLC_1298352	1298352	NCI-H2135
5500994172383112813930_F02	J132_EPF02P8_NCI-H2085_Lung_687812	687812	NCI-H2085
5500994172383112813930_F03	J132_EPF03P8_NCI-H378_Lung_688022	688022	NCI-H378
5500994172383112813930_F04	J132_EPF04P8_NCI-H64_Lung_688026	688026	NCI-H64
5500994172383112813930_F05	J132_EPF05P8_NCI-H69_Lung_688027	688027	NCI-H69
5500994172383112813930_F06	J132_EPF06P8_NB10_PNS_949171	949171	NB10
5500994172383112813930_F07	J132_EPF07P8_NOMO-1_Blood_908451	908451	NOMO-1
5500994172383112813930_F08	J132_EPF08P8_NB17_PNS_949175	949175	NB17
5500994172383112813930_F09	J132_EPF09P8_OCUM-1_Stomach_1298358	1298358	OCUM-1
5500994172383112813930_F10	J132_EPF10P8_SW1463_Intestine_909748	909748	SW1463
5500994172383112813930_F11	J132_EPF11P8_SW13_Kidney_909744	909744	SW13
5500994172383112813930_F12	J132_EPF12P8_SNU-398_Liver_1240217	1240217	SNU-398
5500994172383112813930_G01	J132_EPG01P8_NCI-H2126_Lung_687814	687814	NCI-H2126
5500994172383112813930_G02	J132_EPG02P8_NCI-H2342_Lung:NSCLC_687819	687819	NCI-H2342
5500994172383112813930_G03	J132_EPG03P8_NCI-H630_Intestine_908482	908482	NCI-H630
5500994172383112813930_G04	J132_EPG04P8_NCI-H596_Lung:NSCLC_908459	908459	NCI-H596
5500994172383112813930_G05	J132_EPG05P8_NCI-H82_Lung_688031	688031	NCI-H82
5500994172383112813930_G06	J132_EPG06P8_NB12_PNS_949172	949172	NB12
5500994172383112813930_G07	J132_EPG07P8_NH-12_Kidney_908447	908447	NH-12
5500994172383112813930_G08	J132_EPG08P8_NB5_PNS_949176	949176	NB5
5500994172383112813930_G09	J132_EPG09P8_SCC-3_Blood_910930	910930	SCC-3
5500994172383112813930_G10	J132_EPG10P8_SW48_Intestine_909751	909751	SW48
5500994172383112813930_G11	J132_EPG11P8_SU-DHL-4_Blood_1331035	1331035	SU-DHL-4
5500994172383112813930_G12	J132_EPG12P8_SF268_CNS_905986	905986	SF268
5500994172383112813930_H02	J132_EPH02P8_NCI-H23_Lung:NSCLC_905942	905942	NCI-H23
5500994172383112813930_H03	J132_EPH03P8_NCI-H522_Lung:NSCLC_905944	905944	NCI-H522
5500994172383112813930_H04	J132_EPH04P8_NCI-H835_Lung_753607	753607	NCI-H835
5500994172383112813930_H05	J132_EPH05P8_NCI-H647_Lung_1240191	1240191	NCI-H647
5500994172383112813930_H06	J132_EPH06P8_NB69_Brain_908440	908440	NB69
5500994172383112813930_H07	J132_EPH07P8_no-10_CNS_908452	908452	no-10
5500994172383112813930_H08	J132_EPH08P8_NTERA-S-cl-D1_Testes_908454	908454	NTERA-S-cl-D1
5500994172383112813930_H09	J132_EPH09P8_SCC-4_Head & Neck_910904	910904	SCC-4
5500994172383112813930_H10	J132_EPH10P8_NCI-H1975_Lung:NSCLC_924244	924244	NCI-H1975
5500994172383112813930_H11	J132_EPH11P8_SW982_Misc_909759	909759	SW982
5500994172383112813930_H12	J132_EPH12P8_SF126_CNS_909712	909712	SF126
5500994172948120113978_A01	J132_EPA01P9_CMK_haematopoietic_and_lymphoid_tissue_910566	910566	CMK
5500994172948120113978_A02	J132_EPA02P9_NB-TU-1-10_Kidney_1240181	1240181	NB-TU-1-10
5500994172948120113978_A03	J132_EPA03P9_NCI-H2141_lung_688014	688014	NCI-H2141
5500994172948120113978_A04	J132_EPA04P9_NCI-H250_lung_924241	924241	NCI-H250
5500994172948120113978_A05	J132_EPA05P9_CCF-STTG1_central_nervous_system_906823	906823	CCF-STTG1
5500994172948120113978_A06	J132_EPA06P9_COR-L321_Lung_1322213	1322213	COR-L321
5500994172948120113978_A07	J132_EPA07P9_SK-MEL-2_skin_905955	905955	SK-MEL-2
5500994172948120113978_A08	J132_EPA08P9_IOSE-75-16SV40_Ovary_1479994	1479994	IOSE-75-16SV40
5500994172948120113978_A09	J132_EPA09P9_Hs-578-T_breast_905957	905957	Hs-578-T
5500994172948120113978_A10	J132_EPA10P9_VMRC-LCD_Lung:NSCLC_713869	713869	VMRC-LCD
5500994172948120113978_A11	J132_EPA11P9_OVCA420_Ovary_1480364	1480364	OVCA420
5500994172948120113978_A12	J132_EPA12P9_BL-41_haematopoietic_and_lymphoid_tissue_910706	910706	BL-41
5500994172948120113978_B01	J132_EPB01P9_UWB1.289_Ovary_1480374	1480374	UWB1.289
5500994172948120113978_B02	J132_EPB02P9_COR-L32_Lung_1322212	1322212	COR-L32
5500994172948120113978_B03	J132_EPB03P9_NCI-H1341_Lung_1330964	1330964	NCI-H1341
5500994172948120113978_B04	J132_EPB04P9_Farage_Blood_1297449	1297449	Farage
5500994172948120113978_B05	J132_EPB05P9_NCI-H660_Prostate_1330975	1330975	NCI-H660
5500994172948120113978_B06	J132_EPB06P9_KARPAS-299_haematopoietic_and_lymphoid_tissue_907273	907273	KARPAS-299
5500994172948120113978_B07	J132_EPB07P9_NCI-H2172_Lung:NSCLC_1298353	1298353	NCI-H2172
5500994172948120113978_B08	J132_EPB08P9_LK-2_lung_687787	687787	LK-2
5500994172948120113978_B09	J132_EPB09P9_IOSE-364-_Ovary_1479991	1479991	IOSE-364-
5500994172948120113978_B10	J132_EPB10P9_NCI-H2286_Lung_1298355	1298355	NCI-H2286
5500994172948120113978_B11	J132_EPB11P9_SK-GT-2_Esophagus_1503364	1503364	SK-GT-2
5500994172948120113978_C01	J132_EPC01P9_SW756_cervix_724839	724839	SW756
5500994172948120113978_C02	J132_EPC02P9_NUGC-4_Stomach_1298357	1298357	NUGC-4
5500994172948120113978_C03	J132_EPC03P9_HCC-366_Lung_1240144	1240144	HCC-366
5500994172948120113978_C04	J132_EPC04P9_RWPE-1_Prostate_1331026	1331026	RWPE-1
5500994172948120113978_C05	J132_EPC05P9_ROS-50_Blood_1331025	1331025	ROS-50
5500994172948120113978_C06	J132_EPC06P9_CHSA0011_Bone_1290767	1290767	CHSA0011
5500994172948120113978_C07	J132_EPC07P9_KYAE-1_Esophagus_1503368	1503368	KYAE-1
5500994172948120113978_C08	J132_EPC08P9_Ishikawa_Uterus_1298150	1298150	Ishikawa
5500994172948120113978_C09	J132_EPC09P9_MOLP-8_Blood_1330950	1330950	MOLP-8
5500994172948120113978_C10	J132_EPC10P9_NCI-H847_Lung_1240193	1240193	NCI-H847
5500994172948120113978_C11	J132_EPC11P9_COLO-783_Skin_1240125	1240125	COLO-783
5500994172948120113978_D01	J132_EPD01P9_LP-1_haematopoietic_and_lymphoid_tissue_907791	907791	LP-1
5500994172948120113978_D02	J132_EPD02P9_NCI-H524_lung_908483	908483	NCI-H524
5500994172948120113978_D03	J132_EPD03P9_NEC8_testis_910942	910942	NEC8
5500994172948120113978_D04	J132_EPD04P9_CHSA8926_0_1303912	1303912	CHSA8926
5500994172948120113978_D05	J132_EPD05P9_RPMI-8402_haematopoietic_and_lymphoid_tissue_909702	909702	RPMI-8402
5500994172948120113978_D06	J132_EPD06P9_NCI-H2110_Lung:NSCLC_1298351	1298351	NCI-H2110
5500994172948120113978_D07	J132_EPD07P9_LB2518-MEL_skin_753579	753579	LB2518-MEL
5500994172948120113978_D08	J132_EPD08P9_IOSE-523-_Ovary_1479993	1479993	IOSE-523-
5500994172948120113978_D09	J132_EPD09P9_TYK-nu_ovary_909774	909774	TYK-nu
5500994172948120113978_D10	J132_EPD10P9_SUP-HD1_Blood_1331039	1331039	SUP-HD1
5500994172948120113978_D11	J132_EPD11P9_SK-CO-1_large_intestine_909718	909718	SK-CO-1
5500994172948120113978_E01	J132_EPE01P9_EJM_Blood_1297447	1297447	EJM
5500994172948120113978_E02	J132_EPE02P9_CL-40_Intestine_1240124	1240124	CL-40
5500994172948120113978_E03	J132_EPE03P9_JHOS-4_Ovary_1480359	1480359	JHOS-4
5500994172948120113978_E04	J132_EPE04P9_Caov-4_ovary_949090	949090	Caov-4
5500994172948120113978_E05	J132_EPE05P9_DIFI_Intestine_11223344	11223344	DIFI
5500994172948120113978_E06	J132_EPE06P9_NCI-H1836_Lung_1240182	1240182	NCI-H1836
5500994172948120113978_E07	J132_EPE07P9_huH-1_Liver_1298146	1298146	huH-1
5500994172948120113978_E08	J132_EPE08P9_HCC1143_breast_749710	749710	HCC1143
5500994172948120113978_E09	J132_EPE09P9_MOG-G-CCM_central_nervous_system_908144	908144	MOG-G-CCM
5500994172948120113978_E10	J132_EPE10P9_OV-17R_Ovary_1480361	1480361	OV-17R
5500994172948120113978_E11	J132_EPE11P9_BICR10_Head & Neck_1290724	1290724	BICR10
5500994172948120113978_F01	J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347	1298347	NCI-H1435
5500994172948120113978_F02	J132_EPF02P9_COR-L311_Lung_687980	687980	COR-L311
5500994172948120113978_F03	J132_EPF03P9_Mo_Blood_1330945	1330945	Mo
5500994172948120113978_F04	J132_EPF04P9_NCI-H1417_lung_688001	688001	NCI-H1417
5500994172948120113978_F05	J132_EPF05P9_COR-L279_lung_910937	910937	COR-L279
5500994172948120113978_F06	J132_EPF06P9_MLMA_haematopoietic_and_lymphoid_tissue_908142	908142	MLMA
5500994172948120113978_F07	J132_EPF07P9_Hep3B2-1-7_Liver_1240147	1240147	Hep3B2-1-7
5500994172948120113978_F08	J132_EPF08P9_LB373-MEL-D_skin_753581	753581	LB373-MEL-D
5500994172948120113978_F09	J132_EPF09P9_MDA-MB-468_breast_908123	908123	MDA-MB-468
5500994172948120113978_F10	J132_EPF10P9_SU-DHL-6_Blood_1331037	1331037	SU-DHL-6
5500994172948120113978_F11	J132_EPF11P9_RERF-LC-KJ_Lung:NSCLC_1298537	1298537	RERF-LC-KJ
5500994172948120113978_G01	J132_EPG01P9_COR-L95_Lung_1297439	1297439	COR-L95
5500994172948120113978_G02	J132_EPG02P9_MHH-CALL-2_haematopoietic_and_lymphoid_tissue_908132	908132	MHH-CALL-2
5500994172948120113978_G03	J132_EPG03P9_COR-L303_Lung_1297438	1297438	COR-L303
5500994172948120113978_G04	J132_EPG04P9_MDA-MB-415_breast_924240	924240	MDA-MB-415
5500994172948120113978_G05	J132_EPG05P9_JHOS-3_Ovary_1480358	1480358	JHOS-3
5500994172948120113978_G06	J132_EPG06P9_NB4_haematopoietic_and_lymphoid_tissue_1323913	1323913	NB4
5500994172948120113978_G07	J132_EPG07P9_IOSE-397_Ovary_1479992	1479992	IOSE-397
5500994172948120113978_G08	J132_EPG08P9_HCE-7_Esophagus_998179	998179	HCE-7
5500994172948120113978_G09	J132_EPG09P9_UE6E7T-3_Blood_1331060	1331060	UE6E7T-3
5500994172948120113978_G10	J132_EPG10P9_OV-7_Ovary_1480360	1480360	OV-7
5500994172948120113978_G11	J132_EPG11P9_BICR31_Head & Neck_1290725	1290725	BICR31
5500994172948120113978_H01	J132_EPH01P9_MDA-MB-330_Breast_1330941	1330941	MDA-MB-330
5500994172948120113978_H02	J132_EPH02P9_MHH-CALL-4_haematopoietic_and_lymphoid_tissue_908133	908133	MHH-CALL-4
5500994172948120113978_H03	J132_EPH03P9_MC-CAR_haematopoietic_and_lymphoid_tissue_683665	683665	MC-CAR
5500994172948120113978_H04	J132_EPH04P9_TGW_autonomic_ganglia_910780	910780	TGW
5500994172948120113978_H05	J132_EPH05P9_NCI-H1436_lung_908469	908469	NCI-H1436
5500994172948120113978_H06	J132_EPH06P9_CADO-ES1_bone_753539	753539	CADO-ES1
5500994172948120113978_H07	J132_EPH07P9_JHOS-2_Ovary_1479995	1479995	JHOS-2
5500994172948120113978_H09	J132_EPH09P9_YT_haematopoietic_and_lymphoid_tissue_946358	946358	YT
5500994172948120113978_H10	J132_EPH10P9_SK-GT-4_Esophagus_1503365	1503365	SK-GT-4
5500994172948120113978_H11	J132_EPH11P9_RWPE2-W99_Prostate_1331028	1331028	RWPE2-W99
5500994173212120213068_A01	J132_EPA01P10_UACC-812_breast_910910	910910	UACC-812
5500994173212120213068_A02	J132_EPA02P10_SNU-61_large_intestine_1660035	1660035	SNU-61
5500994173212120213068_A03	J132_EPA03P10_SIG-M5_Blood_909715	909715	SIG-M5
5500994173212120213068_A04	J132_EPA04P10_ALL-SIL_Blood_1295740	1295740	ALL-SIL
5500994173212120213068_A05	J132_EPA05P10_KMS-12-BM_Blood_907281	907281	KMS-12-BM
5500994173212120213068_A06	J132_EPA06P10_FTC-133_Thyroid_906864	906864	FTC-133
5500994173212120213068_A07	J132_EPA07P10_RCC10RGB_Kidney_909974	909974	RCC10RGB
5500994173212120213068_A08	J132_EPA08P10_OACp4C_Esophagus_1503362	1503362	OACp4C
5500994173212120213068_A09	J132_EPA09P10_MKN45_Stomach_925340	925340	MKN45
5500994173212120213068_B01	J132_EPB01P10_TE-441-T_soft_tissue_924248	924248	TE-441-T
5500994173212120213068_B02	J132_EPB02P10_SNU-175_large_intestine_1659928	1659928	SNU-175
5500994173212120213068_B03	J132_EPB03P10_SF295_Brain_905985	905985	SF295
5500994173212120213068_B04	J132_EPB04P10_AsPC-1_Pancreas_910702	910702	AsPC-1
5500994173212120213068_B05	J132_EPB05P10_KYSE-180_Esophagus_907318	907318	KYSE-180
5500994173212120213068_B06	J132_EPB06P10_CS1_Bone_1290795	1290795	CS1
5500994173212120213068_B07	J132_EPB07P10_Raji_Blood_909262	909262	Raji
5500994173212120213068_B08	J132_EPB08P10_NCI-N87_Stomach_908461	908461	NCI-N87
5500994173212120213068_B09	J132_EPB09P10_MIA-PaCa-2_Pancreas_724870	724870	MIA-PaCa-2
5500994173212120213068_C01	J132_EPC01P10_TC-YIK_Cervix_946357	946357	TC-YIK
5500994173212120213068_C02	J132_EPC02P10_SNU-283_large_intestine_1659929	1659929	SNU-283
5500994173212120213068_C03	J132_EPC03P10_A3-KAW_Blood_910935	910935	A3-KAW
5500994173212120213068_C04	J132_EPC04P10_BONNA-12_Blood_906695	906695	BONNA-12
5500994173212120213068_C05	J132_EPC05P10_KMOE-2_Blood_907280	907280	KMOE-2
5500994173212120213068_C06	J132_EPC06P10_ECC4_gastrointestinal_tract_(site_indeterminate)_906850	906850	ECC4
5500994173212120213068_C07	J132_EPC07P10_PWR-1E_Prostate_1330993	1330993	PWR-1E
5500994173212120213068_C08	J132_EPC08P10_NCI-H748_lung_909194	909194	NCI-H748
5500994173212120213068_C09	J132_EPC09P10_MHH-NB-11_autonomic_ganglia_908135	908135	MHH-NB-11
5500994173212120213068_D01	J132_EPD01P10_SUP-M2_Blood_1331040	1331040	SUP-M2
5500994173212120213068_D02	J132_EPD02P10_SNU-1040_large_intestine_1659823	1659823	SNU-1040
5500994173212120213068_D03	J132_EPD03P10_SCCH-196_Misc_1240211	1240211	SCCH-196
5500994173212120213068_D04	J132_EPD04P10_BxPC-3_Pancreas_906693	906693	BxPC-3
5500994173212120213068_D05	J132_EPD05P10_HuO-3N1_Bone_909977	909977	HuO-3N1
5500994173212120213068_D06	J132_EPD06P10_Calu-3_Lung:NSCLC_687777	687777	Calu-3
5500994173212120213068_D07	J132_EPD07P10_PCI-4B_Head & Neck_1298531	1298531	PCI-4B
5500994173212120213068_D08	J132_EPD08P10_NCI-H2196_lung_908481	908481	NCI-H2196
5500994173212120213068_D09	J132_EPD09P10_A704_Kidney_910920	910920	A704
5500994173212120213068_E01	J132_EPE01P10_SNU-C5_large_intestine_1674021	1674021	SNU-C5
5500994173212120213068_E02	J132_EPE02P10_SK-N-DZ_Brain_688086	688086	SK-N-DZ
5500994173212120213068_E03	J132_EPE03P10_SACC-83_Head & Neck_1299049	1299049	SACC-83
5500994173212120213068_E04	J132_EPE04P10_RCC-FG2_Kidney_1524414	1524414	RCC-FG2
5500994173212120213068_E05	J132_EPE05P10_KASUMI-1_Blood_907275	907275	KASUMI-1
5500994173212120213068_E06	J132_EPE06P10_CHP-126_Brain_910567	910567	CHP-126
5500994173212120213068_E07	J132_EPE07P10_PC-3_Prostate_905934	905934	PC-3
5500994173212120213068_E08	J132_EPE08P10_NCI-H2066_Lung_1330973	1330973	NCI-H2066
5500994173212120213068_E09	J132_EPE09P10_SW156_Kidney_1240220	1240220	SW156
5500994173212120213068_F01	J132_EPF01P10_SU-DHL-5_Blood_1331036	1331036	SU-DHL-5
5500994173212120213068_F02	J132_EPF02P10_SK-N-AS_Brain_724828	724828	SK-N-AS
5500994173212120213068_F03	J132_EPF03P10_8-MG-BA_CNS_687562	687562	8-MG-BA
5500994173212120213068_F04	J132_EPF04P10_MDA-MB-134-VI_breast_908119	908119	MDA-MB-134-VI
5500994173212120213068_F05	J132_EPF05P10_Hs-940-T_Skin_1298145	1298145	Hs-940-T
5500994173212120213068_F06	J132_EPF06P10_CAL-12T_Lung:NSCLC_753540	753540	CAL-12T
5500994173212120213068_F07	J132_EPF07P10_PANC-02-03_Pancreas_1298475	1298475	PANC-02-03
5500994173212120213068_F08	J132_EPF08P10_NCI-H1105_Lung_908468	908468	NCI-H1105
5500994173212120213068_F09	J132_EPF09P10_LoVo_Intestine_907790	907790	LoVo
5500994173212120213068_G01	J132_EPG01P10_SNU-81_large_intestine_1660036	1660036	SNU-81
5500994173212120213068_G02	J132_EPG02P10_SK-MEL-31_Skin_909727	909727	SK-MEL-31
5500994173212120213068_G03	J132_EPG03P10_Sci-1_Blood_1331031	1331031	Sci-1
5500994173212120213068_G04	J132_EPG04P10_ME-1_Blood_1330942	1330942	ME-1
5500994173212120213068_G05	J132_EPG05P10_HSC-39_Stomach_1322224	1322224	HSC-39
5500994173212120213068_G06	J132_EPG06P10_CAL-148_breast_924106	924106	CAL-148
5500994173212120213068_G07	J132_EPG07P10_P31-FUJ_Blood_909253	909253	P31-FUJ
5500994173212120213068_G08	J132_EPG08P10_NCCIT_testis_908441	908441	NCCIT
5500994173212120213068_H01	J132_EPH01P10_SNU-407_large_intestine_1660034	1660034	SNU-407
5500994173212120213068_H02	J132_EPH02P10_SIMA_Brain_753620	753620	SIMA
5500994173212120213068_H03	J132_EPH03P10_AGS_Stomach_906790	906790	AGS
5500994173212120213068_H04	J132_EPH04P10_LC-1F_lung_907785	907785	LC-1F
